Samples	M1_S1	M2_S2	M3_S3	N4_S4	N5_S5	N6_S6	O1_S7	O2_S8	O3_S9	V1_S10	V4_S12	V6_S11	X1_S13	X2_S14	X4_S15	Z2_S16	Z3_S17	Z4_S18
Condition	Remission-Responder	Remission-Responder	Remission-Responder	Relapse-non-responder	Relapse-non-responder	Relapse-non-responder	Baseline-Active	Baseline-Active	Baseline-Active	Baseline-Active	Baseline-Active	Baseline-Active	Relapse-non-responder	Relapse-non-responder	Relapse-non-responder	Remission-Responder	Remission-Responder	Remission-Responder
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Prevotellaceae |Prevotella |Unknown	7.63E-06	9.01E-06	9.21E-06	0	0	0	1.01E-05	9.68E-06	5.28E-05	9.36E-06	0	9.06E-06	0	0	0	2.30E-05	2.14E-05	1.64E-05
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Prevotellaceae |Unknown|Unknown	3.25E-06	5.93E-06	7.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0.000314567	0.000586382	0.000339141
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Rikenellaceae |Alistipes |Alistipes finegoldii 	3.57E-06	8.30E-06	3.82E-05	0	0	0	0	0	0	1.11E-05	5.35E-06	3.35E-06	1.55E-06	1.53E-05	0	1.10E-05	1.03E-05	7.15E-06
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Rikenellaceae |Alistipes |Alistipes putredinis CAG	0	0	0	0	0	0	3.22E-05	3.74E-05	9.69E-06	0	0	0	0	0	0	1.20E-06	4.50E-07	3.17E-07
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Rikenellaceae |Alistipes |Alistipes senegalensis 	4.87E-07	8.06E-06	2.41E-05	0	0	0	0	0	0	1.11E-06	0	0	3.95E-06	3.68E-05	0	1.09E-07	0	9.05E-08
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Rikenellaceae |Alistipes |Alistipes sp. AL-1 	1.62E-07	0	2.94E-06	0	0	0	0	0	0	0	0	0	0	0	0	1.52E-06	8.99E-07	2.72E-07
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Rikenellaceae |Alistipes |Alistipes sp. AM16-43 	0	0	0	0	0	0	0	0	0	2.39E-05	3.16E-05	2.37E-05	0	0	0	4.35E-07	1.50E-07	4.53E-08
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Rikenellaceae |Alistipes |Alistipes sp. An66 	0	4.74E-07	3.33E-06	0	0	0	0	0	0	1.56E-06	0	0	1.06E-05	8.54E-05	0	0	0	9.05E-08
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Rikenellaceae |Alistipes |Alistipes sp. CAG	3.46E-05	4.20E-05	0.000190973	0	0	0	1.19E-06	1.33E-06	4.69E-07	6.29E-05	7.74E-05	6.42E-05	2.26E-06	1.88E-05	0	3.26E-07	3.00E-07	2.26E-07
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Rikenellaceae |Alistipes |Unknown	0.002842052	0.002140012	0.010436121	0	0	0	0.00112155	0.001207991	0.000324566	0.003795663	0.003380099	0.002705629	0.000746008	0.005364	2.34E-06	0.000110729	0.000117966	6.16E-05
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Rikenellaceae |Unknown|Unknown	0.000233996	0.001407634	0.002276983	0	0	0	8.65E-06	1.02E-05	2.66E-06	1.34E-06	8.03E-07	1.24E-07	1.13E-06	7.06E-06	0	0	0	1.36E-07
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Parabacteroides |Parabacteroides chinchillae 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96E-06	1.05E-06	1.36E-07
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Parabacteroides |Parabacteroides distasonis 	1.95E-06	6.16E-06	7.05E-06	0	0	0	6.06E-05	0.000132091	7.96E-05	2.76E-05	8.83E-06	3.46E-05	8.33E-06	1.49E-05	1.15E-05	0.000128894	4.33E-05	4.33E-05
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Parabacteroides |Parabacteroides goldsteinii 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56E-05	1.17E-05	1.13E-06
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Parabacteroides |Parabacteroides gordonii 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09E-05	1.48E-05	1.86E-06
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Parabacteroides |Parabacteroides johnsonii 	0	7.11E-07	0	8.56E-06	2.48E-06	0	0	0	0.000130389	2.05E-05	5.35E-07	1.99E-06	0	0	0	2.83E-06	2.10E-06	1.81E-07
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Parabacteroides |Parabacteroides merdae 	4.77E-05	7.54E-05	0.000181767	0	8.27E-07	0	2.98E-07	5.69E-07	2.61E-05	9.88E-05	8.97E-05	0.00010201	0.000410608	0.000262387	8.84E-05	0.00029216	0.000275054	0.000352857
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Parabacteroides |Parabacteroides merdae CAG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09E-06	6.00E-07	1.81E-07
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Parabacteroides |Parabacteroides sp. AF14-59 	0	7.11E-07	0	0	0	0	0	0	7.82E-07	0	0	0	0	0	0	8.81E-06	4.35E-06	4.98E-07
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Parabacteroides |Parabacteroides sp. AF17-3 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.83E-06	1.20E-06	2.72E-07
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Parabacteroides |Parabacteroides sp. AF18-52 	1.62E-07	4.74E-07	1.96E-06	0	0	0	0	0	0	0	0	0	0	0	0	1.02E-05	8.24E-06	2.72E-07
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Parabacteroides |Parabacteroides sp. AF19-14 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113449	2.40E-06	1.28E-05
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Parabacteroides |Parabacteroides sp. AF39-10AC 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20E-05	4.50E-07	1.54E-06
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Parabacteroides |Parabacteroides sp. AF48-14 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.79E-05	8.99E-07	4.53E-06
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Parabacteroides |Parabacteroides sp. AM58-2XD 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.37E-06	3.00E-06	9.05E-08
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Parabacteroides |Parabacteroides sp. An277 	0	0	0	0	0	0	0	0	0	8.92E-07	0	1.61E-06	0	0	0	5.44E-07	1.50E-07	4.53E-08
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Parabacteroides |Parabacteroides sp. CAG	0	0	0	0	0	0	0	0	1.16E-05	0.004655	6.69E-06	0.008001722	0	0	0	2.83E-06	6.45E-06	9.05E-08
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Parabacteroides |Parabacteroides sp. D13 	5.20E-06	7.82E-06	8.62E-06	0	0	0	5.97E-07	3.04E-06	1.25E-06	0	0	0	0	0	0	3.26E-06	6.15E-06	2.90E-06
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Parabacteroides |Parabacteroides sp. D26 	0	0	0	0	0	0	1.79E-06	2.47E-06	4.69E-07	0	0	0	0	0	0	1.09E-07	3.00E-07	9.05E-08
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Parabacteroides |Parabacteroides sp. HGS0025 	0	0	0	0	0	0	0	0	0	0	0	0	2.82E-07	8.54E-06	0	4.35E-07	3.00E-07	4.53E-08
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Parabacteroides |Parabacteroides sp. Marseille-P4001 	1.35E-05	1.26E-05	1.02E-05	0	0	0	0	0	2.50E-06	0	0	7.45E-07	0	0	0	2.07E-06	1.65E-06	4.53E-08
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Parabacteroides |Parabacteroides sp. TM07-1AC 	0	0	0	0	0	0	0	0	1.25E-06	0	0	0	0	0	0	0.000187631	0.000132056	1.34E-05
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Parabacteroides |Parabacteroides timonensis 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98E-05	1.93E-05	2.26E-06
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Tannerellaceae |Parabacteroides |Unknown	0.005943432	0.011971171	0.034985812	0	2.21E-06	0	0.000378724	0.000756299	0.013249497	0.00785109	0.007478194	0.008961759	0.033800504	0.010300646	3.26E-05	0.006628757	0.008200958	0.006358306
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Unknown|Unknown|Bacteroidales bacterium 43_8 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21E-05	1.44E-05	1.18E-05
Bacteria |Bacteroidetes |Bacteroidia |Bacteroidales |Unknown|Unknown|Unknown	0.081306694	0.065062373	0.066526868	0.021501681	0.008836756	0.026139915	0.082659523	0.122907058	0.07509377	0.055686081	0.0660688	0.061414373	0.040897812	0.058136048	0.041813987	0.100998751	0.14418903	0.113300137
Bacteria |Bacteroidetes |Bacteroidia |Unknown|Unknown|Unknown|Unknown	4.56E-05	6.61E-05	8.29E-05	0.003561937	0.001843001	0.005606615	0.001047536	0.00103092	8.65E-05	0.001402052	0.004153511	0.002871054	0.000559471	0.001073389	0.000350925	0.000363841	9.31E-05	0.000139468
Bacteria |Bacteroidetes |Chitinophagia |Chitinophagales |Chitinophagaceae |Chitinophaga |Chitinophaga sp. K20C18050901 	6.17E-06	2.46E-05	8.62E-06	0	0	0	0	0	0	8.41E-05	0	7.45E-07	0	0	0	0	1.35E-06	0
Bacteria |Bacteroidetes |Flavobacteriia |Flavobacteriales |Flavobacteriaceae |Ornithobacterium |Ornithobacterium rhinotracheale 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.87E-06	1.56E-05	5.21E-06
Bacteria |Bacteroidetes |Unknown|Unknown|Unknown|Unknown|Unknown	0.000396543	0.000550587	0.001526215	0.005248954	0.002626242	0.008774514	0.001881386	0.002177041	0.0008949	0.0008551	0.000756814	0.000759368	9.62E-05	0.000294321	1.02E-05	0.002395041	0.001527412	0.001761388
Bacteria |Candidatus Melainabacteria |unified Candidatus Melainabacteria no rank|Unknown|Unknown|Unknown|Candidatus Melainabacteria bacterium 	1.62E-07	4.74E-07	1.96E-06	0	0	0	0	0	0	0	0	0	9.88E-06	0.000460907	1.67E-07	2.18E-07	0	0
Bacteria |Chlamydiae |Chlamydiia |Chlamydiales |Chlamydiaceae |Chlamydia |Chlamydia abortus 	0.007008674	0.025642217	0.009159052	0.055117781	0.046766188	0.005996436	0.065734808	0.029355035	0.034587804	0.044091949	0.01131554	0.005127689	0.002889776	0.001229673	0.003305759	0.003331782	0.005260053	0.023984859
Bacteria |Chlamydiae |Chlamydiia |Chlamydiales |Chlamydiaceae |Chlamydia |Chlamydia trachomatis 	9.48E-05	0.001022721	0.002172584	0.000477458	0.000431182	4.82E-05	0.000666125	0.000288286	0.000347391	0.000464229	0.000181239	0.00011926	1.51E-05	2.05E-05	3.13E-05	4.27E-05	6.97E-05	0.000301977
Bacteria |Chlamydiae |Chlamydiia |Chlamydiales |Chlamydiaceae |Chlamydia* |Unknown	0.000864372	0.002834467	0.001092952	0.005476217	0.004700825	0.00056474	0.008506229	0.003647886	0.004312532	0.006838348	0.001593942	0.000742366	0.000279242	0.000119494	0.00038339	0.000258985	0.000467217	0.001984011
Bacteria |Chloroflexi |Unknown|Unknown|Unknown|Unknown|Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26E-07	7.49E-07	7.70E-07
Bacteria |Firmicutes |Bacilli |Bacillales |Paenibacillaceae |Unknown|Unknown	3.25E-07	1.90E-06	3.92E-07	0	0	0	0	0	0	0	0	0	8.47E-07	3.53E-06	3.51E-06	4.35E-07	0	1.09E-06
Bacteria |Firmicutes |Bacilli |Bacillales |Unknown|Unknown|Unknown	2.11E-06	4.50E-06	1.76E-06	3.42E-06	5.51E-06	1.13E-06	1.19E-06	1.52E-06	1.09E-06	2.23E-07	1.07E-06	2.61E-06	4.37E-06	5.30E-06	1.00E-06	1.74E-06	1.20E-06	1.36E-06
Bacteria |Firmicutes |Bacilli |Lactobacillales |Enterococcaceae |Enterococcus |Enterococcus avium 	1.62E-07	0	1.96E-07	6.61E-05	6.12E-05	1.39E-05	6.57E-06	1.10E-05	5.93E-05	0	0	0	0	0	0	0	1.50E-07	1.36E-07
Bacteria |Firmicutes |Bacilli |Lactobacillales |Enterococcaceae |Enterococcus |Enterococcus cecorum 	1.62E-07	7.11E-07	0	0.046870599	0.103578317	0.061385321	0	0	0	0	0	0	0	0	0	0	0	9.05E-08
Bacteria |Firmicutes |Bacilli |Lactobacillales |Enterococcaceae |Enterococcus |Enterococcus faecium 	6.50E-07	7.11E-07	1.96E-07	0.000204331	0.000232408	0.00014445	0	0	3.13E-07	2.23E-07	2.68E-07	4.96E-07	0	0	0	0	0	1.36E-07
Bacteria |Firmicutes |Bacilli |Lactobacillales |Enterococcaceae |Enterococcus |Enterococcus phoeniculicola 	0	0	0	3.08E-06	4.41E-06	8.06E-07	0	0	0	0	0	0	0	0	0	2.18E-07	0	4.53E-08
Bacteria |Firmicutes |Bacilli |Lactobacillales |Enterococcaceae |Enterococcus |Unknown	1.79E-06	2.84E-06	1.37E-06	0.006207634	0.010850962	0.005727205	0.000125645	0.000254124	0.001614854	3.72E-05	5.35E-05	3.19E-05	0	0	0	1.85E-06	4.95E-06	5.12E-06
Bacteria |Firmicutes |Bacilli |Lactobacillales |Enterococcaceae |Unknown|Unknown	0	7.11E-07	1.96E-07	8.56E-06	2.04E-05	6.29E-06	5.97E-07	5.69E-07	3.44E-06	0	0	0	0	0	0	0	3.00E-07	0
Bacteria |Firmicutes |Bacilli |Lactobacillales |Lactobacillaceae |Lactobacillus |Lactobacillus murinus 	0	0	0	0	0	0	0	0	0	4.46E-07	0	7.45E-07	0	0	0	1.09E-07	0	5.43E-07
Bacteria |Firmicutes |Bacilli |Lactobacillales |Streptococcaceae |Streptococcus |Streptococcus pyogenes 	0	0	0	0	0	0	1.19E-06	0	4.69E-07	0	0	0	0	0	0	0	0	1.18E-06
Bacteria |Firmicutes |Bacilli |Lactobacillales |Unknown|Unknown|Unknown	1.62E-07	9.48E-07	9.79E-07	0.000214599	0.000395342	0.000147835	1.49E-06	3.04E-06	1.42E-05	5.06E-05	3.24E-05	5.77E-05	0	0	8.37E-07	0	1.50E-07	4.53E-08
Bacteria |Firmicutes |Bacilli |Unknown|Unknown|Unknown|Unknown	1.79E-06	6.64E-06	2.55E-06	0.000153334	0.000162658	6.74E-05	2.98E-05	3.04E-05	6.83E-05	0.000588202	8.11E-05	0.000479398	5.79E-06	3.97E-06	7.03E-06	0	4.50E-07	3.17E-07
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Beduini |Beduini massiliensis* 	4.87E-06	7.11E-06	3.33E-06	0	0	0	0	0	0	3.57E-06	1.07E-06	1.37E-06	2.12E-06	0	3.51E-06	1.31E-06	2.55E-06	1.72E-06
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Butyricicoccus |Butyricicoccus pullicaecorum 	1.69E-05	4.74E-06	1.39E-05	0	0	0	0.008374019	0.005107724	0.00945727	0	0	3.72E-07	0.001375748	6.77E-06	0.002960858	3.26E-07	4.50E-07	3.17E-07
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Butyricicoccus |Butyricicoccus sp. 1XD8-22 	1.62E-07	9.48E-07	5.88E-07	0	0	0	0	0	0	0	0	0	1.83E-05	0	4.60E-05	8.48E-06	4.50E-07	4.98E-07
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Butyricicoccus |uncultured Butyricicoccus sp.* 	6.50E-06	1.04E-05	1.61E-05	0	0	0	1.49E-05	6.26E-06	6.72E-06	0	0	0	0	3.68E-06	0	7.29E-06	9.44E-06	4.71E-06
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Butyricicoccus |Unknown	0.00041408	0.000342724	0.000566063	0	0	0	4.48E-06	1.71E-06	2.03E-06	0	2.41E-06	0	0.000212359	0.00017674	0.000463047	1.09E-06	1.80E-06	1.13E-06
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium bolteae CAG	0	0	0	0	0	0	0	0	0	0	0	0	1.27E-06	2.94E-07	3.35E-07	0	1.50E-07	1.22E-06
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium botulinum 	9.74E-07	0	7.83E-07	4.42E-05	9.92E-06	5.96E-06	0	0	0	0	5.35E-07	8.69E-07	2.82E-07	7.36E-07	3.18E-06	0	3.00E-07	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium clostridioforme CAG	9.74E-07	1.19E-06	7.83E-07	0	0	0	0	0	0	0	0	0	2.82E-06	4.41E-07	0	1.93E-05	4.20E-06	3.94E-06
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium frigidicarnis 	1.62E-06	2.13E-06	9.79E-07	0	0	0	0	1.33E-06	4.69E-07	8.92E-07	0	0	5.64E-07	4.41E-07	3.35E-07	2.18E-07	4.50E-07	3.17E-07
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium merdae 	6.50E-07	7.11E-07	1.96E-07	0	0	0	5.97E-07	1.33E-06	4.69E-07	1.11E-06	8.03E-07	1.37E-06	0	0	0	7.61E-07	6.00E-07	1.22E-06
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium nexile CAG	0	0	0	0	0	0	0	2.28E-06	0	0	0	0	0	0	0	5.44E-07	3.00E-07	2.31E-06
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium paraputrificum 	1.62E-07	0	0	0.0021169	0.003561665	0.005357536	5.97E-06	0	0	0	0	0	4.80E-06	5.89E-06	0.000359795	0.000125087	0.001310966	0.000122719
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium perfringens 	0	0	0	0.023153788	0.076577868	0.001164948	0	0	0	0	0	4.96E-07	1.55E-06	7.95E-06	0.006963448	0	4.50E-07	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. 7_3_54FAA 	0	2.37E-07	0	0	0	0	0	0	0	0	0	0	4.23E-07	2.94E-06	8.53E-06	6.53E-06	1.05E-05	9.33E-06
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. AF50-3 	2.27E-06	2.37E-06	3.13E-06	0	0	0	0	0	0	0	0	0	0	0	0	8.70E-07	1.50E-06	3.17E-07
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. ASBs410 	0	0	5.88E-07	0	0	0	0	0	4.69E-07	2.23E-07	0	1.37E-06	0	0	0	1.96E-06	4.50E-07	7.70E-07
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. AT4 	4.87E-07	4.74E-07	1.96E-07	0	0	0	0.012748301	0.01135113	0.00722471	0.000861566	0.000159822	0.001549761	6.35E-06	0.000453843	0	5.55E-06	6.75E-06	1.22E-06
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. ATCC BAA-442 	6.50E-06	3.32E-05	1.80E-05	0	0	0	5.37E-06	7.59E-06	5.00E-06	2.01E-06	4.55E-06	0	7.06E-07	1.47E-06	1.34E-06	1.51E-05	2.49E-05	1.21E-05
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. C105KSO13 	8.12E-07	7.11E-07	5.88E-07	0	0	0	0	0	0	0	0	0	1.44E-05	0	0	2.18E-07	0	8.60E-07
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. C105KSO14 	5.49E-05	0.000144816	6.82E-05	0	0	0	0	0	0	0	0	0	1.81E-05	0.000127441	2.01E-06	8.70E-07	6.00E-07	1.67E-06
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. CAG	0.000300249	0.001450297	0.000346297	1.85E-05	5.51E-07	1.61E-07	2.39E-06	4.55E-06	3.44E-06	0	0	1.74E-06	0.009529771	0.003555692	0.017281352	3.26E-06	1.20E-06	1.31E-06
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. FS41 	4.87E-06	6.16E-06	5.68E-06	0	0	0	4.33E-05	7.12E-05	1.86E-05	0.000124642	6.96E-06	0.000117523	8.47E-07	2.94E-07	0	3.49E-05	1.69E-05	2.13E-05
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. HMb25 	0	0	0	0	0	0	0	0	0	0	0	0	4.49E-05	4.86E-06	0	4.02E-06	4.65E-06	2.72E-06
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. KLE 1755 	4.87E-07	4.74E-07	1.96E-07	0	0	0	0	0	3.60E-06	0.000163885	0.000222466	0.000227103	0	0	0	6.53E-07	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. M62/1 	3.12E-05	1.37E-05	1.82E-05	0	0	0	0	0	0	0	0	0	0	1.47E-06	0	9.79E-07	7.49E-07	2.26E-07
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. Marseille-P3244 	2.11E-06	1.14E-05	3.53E-06	0	0	0	0	1.90E-07	1.56E-07	0	0	0	2.82E-07	2.47E-05	0	3.26E-07	3.00E-07	1.36E-07
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Clostridium sp. SN20 	2.60E-06	4.74E-06	3.92E-06	0	0	0	6.57E-06	7.59E-07	1.09E-06	0	0	0	2.82E-07	0	3.35E-07	4.35E-06	8.69E-06	7.70E-06
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |uncultured Clostridium sp. 	8.25E-05	0.000256214	0.000303402	0.000136905	2.21E-05	1.47E-05	2.42E-05	4.50E-05	1.78E-05	3.72E-05	4.55E-06	2.64E-05	2.10E-05	0.000112283	0.000116473	2.41E-05	2.17E-05	1.52E-05
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Clostridium |Unknown	9.91E-05	0.00029698	0.00010146	0.101129299	0.364214791	0.108305358	4.92E-05	4.80E-05	3.11E-05	7.07E-05	1.50E-05	0.00017163	0.000191617	0.00018189	0.074409201	1.42E-05	1.81E-05	1.23E-05
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Hungatella |Hungatella hathewayi 	0.001090411	0.002117258	0.000630308	0	0	0	2.78E-05	1.12E-05	1.45E-05	7.80E-05	0.000180168	0.000178084	0.0016794	0.003106411	0.002563244	0.000867453	0.005063243	0.001995011
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Hungatella |Unknown	0.002332815	0.004583403	0.001363643	0	0	0	0	0	0	0	2.14E-06	0	0.002473101	0.003937573	0.005423359	0.000190241	0.001187154	0.000437552
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Massilioclostridium |Massilioclostridium coli 	8.12E-07	1.66E-06	9.79E-07	0	0	0	2.39E-06	2.09E-06	1.56E-06	2.23E-07	0	6.21E-07	1.41E-07	1.91E-06	0	2.07E-06	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Massilioclostridium |Unknown	8.12E-07	1.42E-06	1.96E-07	0	0	0	0	0	0	1.56E-06	8.03E-07	1.12E-06	0	0	0	1.20E-06	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Oxobacter |Oxobacter pfennigii* 	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94E-07	0	1.52E-06	1.50E-07	1.81E-07
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Unknown|Clostridiaceae bacterium DSM 106076 	1.79E-06	4.50E-06	3.53E-06	0	0	0	0	0	0	0	0	0	5.08E-06	0	0	1.09E-07	0	6.79E-07
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiaceae |Unknown|Unknown	0.003886509	0.007990736	0.002295198	0.00031454	5.18E-05	3.27E-05	8.65E-05	9.05E-05	4.94E-05	9.59E-06	9.91E-06	2.00E-05	0.003543645	0.005280266	0.007803526	0.012263233	0.080635056	0.025186293
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiales Family XIII. Incertae Sedis |Emergencia |Emergencia timonensis* 	0	0	0	0	0	0	0	0	0	0	0	0	2.82E-07	7.36E-07	0	0	1.50E-06	4.71E-06
Bacteria |Firmicutes |Clostridia |Clostridiales |Clostridiales Family XIII. Incertae Sedis |Unknown|[Eubacterium] brachy 	0	0	0	0	0	0	1.49E-06	1.14E-06	1.41E-06	2.23E-07	0	1.24E-07	0	0	0	3.26E-07	6.00E-07	8.15E-07
Bacteria |Firmicutes |Clostridia |Clostridiales |Eubacteriaceae |Acetobacterium |Acetobacterium bakii 	1.14E-06	2.84E-06	1.18E-06	0	0	0	2.98E-07	1.90E-07	0	0	0	0	1.69E-06	0	1.00E-06	8.70E-07	8.99E-07	6.79E-07
Bacteria |Firmicutes |Clostridia |Clostridiales |Eubacteriaceae |Acetobacterium |Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26E-07	0	4.98E-07
Bacteria |Firmicutes |Clostridia |Clostridiales |Eubacteriaceae |Eubacterium |Eubacterium ventriosum 	6.66E-06	1.16E-05	4.03E-05	0	0	0	2.69E-06	3.04E-06	2.81E-06	1.78E-06	2.14E-06	1.61E-06	2.54E-06	7.36E-07	9.37E-06	2.50E-06	3.30E-06	1.63E-06
Bacteria |Firmicutes |Clostridia |Clostridiales |Eubacteriaceae |Eubacterium |Unknown	8.28E-06	1.04E-05	1.12E-05	0	0	0	8.95E-07	1.90E-06	3.75E-06	0.000721762	2.68E-07	0.000225614	1.69E-06	8.68E-06	5.02E-07	1.31E-06	8.99E-07	1.36E-06
Bacteria |Firmicutes |Clostridia |Clostridiales |Eubacteriaceae |Intestinibacillus |Intestinibacillus sp. Marseille-P4005 	2.76E-06	3.79E-06	9.01E-06	0	0	0	2.42E-05	2.01E-05	1.88E-05	0	0	0	1.69E-06	8.83E-07	0	5.98E-06	1.12E-05	4.57E-06
